instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE516K01024,5010,GOENKA,GOENKA DIAMOND&JEWELS LTD,0.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE887G01027,11778,GOKEX,GOKALDAS EXPORTS LTD.,929.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE020J01029,16705,GOKUL,GOKUL REFOILS & SOLV LTD,50.08,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE314T01025,14480,GOKULAGRO,GOKUL AGRO RESOURCES LTD,265.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF174KA1HJ8,14858,GOLD1,KOTAK GOLD ETF,60.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB17I5,14428,GOLDBEES,NIP IND ETF GOLD BEES,59.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE973A01010,11619,GOLDENTOBC,GOLDEN TOBACCO LIMITED,41.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE025B01025,11971,GOLDIAM,GOLDIAM INTERNATIONAL LTD,336.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF109KC1NT3,19679,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,61.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF789F1AUX7,14535,GOLDSHARE,UTI GOLD ETF,60.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE405Y01021,1,GOLDSTAR,GOLDSTAR POWER LIMITED,12.75,,,0.05,11250,EQUITY,,NSE_EQ
NSE_EQ|INE127I01024,6125,GOODLUCK,GOODLUCK INDIA LIMITED,1168.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0L9R01028,23066,GOPAL,GOPAL SNACKS LIMITED,328.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE705X01026,11787,GOYALALUM,GOYAL ALUMINIUMS LIMITED,9.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QFE01017,19356,GOYALSALT,GOYAL SALT LIMITED,168.0,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|INE0S7E01015,24108,GPECO,GP ECO SOLUTIONS INDIA L,310.65,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE177H01021,13409,GPIL,GODAWARI POW & ISP LTD,953.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE517F01014,19731,GPPL,GUJARAT PIPAVAV PORT LTD,231.34,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE486R01017,22846,GPTHEALTH,GPT HEALTHCARE LIMITED,182.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE390G01014,17689,GPTINFRA,GPT INFRAPROJECTS LTD,165.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE101D01020,11872,GRANULES,GRANULES INDIA LIMITED,703.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0POU01017,20454,GRAPHISAD,GRAPHISADS LIMITED,50.35,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE371A01025,592,GRAPHITE,GRAPHITE INDIA LTD,508.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE047A01021,1232,GRASIM,GRASIM INDUSTRIES LTD,2757.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE024L01027,20534,GRAVITA,GRAVITA INDIA LIMITED,2281.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LVM01018,14052,GRCL,GAYATRI RUBB AND CHEM LTD,394.0,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE224A01026,1235,GREAVESCOT,GREAVES COTTON LTD.,162.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE999K20022,24918,GREEN-RE1,ORIENT GREEN POWER CO LTD,6.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O7P01015,17092,GREENCHEF,GREENCHEF APPLIANCES LTD,79.25,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE544R01021,6848,GREENLAM,GREENLAM INDUSTRIES LTD.,554.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE08ZM01014,13810,GREENPANEL,GREENPANEL INDUSTRIES LTD,400.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE461C01038,3987,GREENPLY,GREENPLY INDUSTRIES LTD,394.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE999K01014,20110,GREENPOWER,ORIENT GREEN POWER CO LTD,20.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE536A01023,13560,GRINDWELL,GRINDWELL NORTON LIMITED,2453.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE201P01022,5054,GRINFRA,G R INFRAPROJECTS LIMITED,1599.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE192H01020,10871,GRMOVER,GRM OVERSEAS LIMITED,260.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE646C01018,17770,GROBTEA,THE GROB TEA COMPANY LTD,1033.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE137I01015,6549,GRPLTD,GRP LIMITED,3418.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE382Z01011,5475,GRSE,GARDEN REACH SHIP&ENG LTD,1961.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE026A01025,1247,GSFC,GUJ STATE FERT & CHEM LTD,237.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JSX01015,14599,GSLSU,GLOBAL SURFACES LIMITED,222.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SQY01018,23891,GSMFOILS,GSM FOILS LIMITED,76.45,,,0.05,4000,EQUITY,,NSE_EQ
NSE_EQ|INE246F01010,13197,GSPL,GUJARAT STATE PETRO LTD,445.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE871H01011,15351,GSS,GSS INFOTECH LIMITED,80.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00WS01056,9768,GSTL,GLOBESECURE TECHNO LTD,44.4,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE043A01012,1162,GTL,GTL LTD,13.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE221H01019,13745,GTLINFRA,GTL INFRA.LTD,2.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE869I01013,21195,GTPL,GTPL HATHWAY LIMITED,163.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE742B01025,11606,GUFICBIO,GUFIC BIOSCIENCES LTD.,402.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE186A01019,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,789.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE826C01016,14681,GUJAPOLLO,GUJ. APOLLO IND. LTD.,389.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE844O01030,10599,GUJGASLTD,GUJARAT GAS LIMITED,660.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE610B01024,4548,GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,49.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE635Q01029,4391,GULFOILLUB,GULF OIL LUB. IND. LTD.,1436.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE586G01017,11581,GULFPETRO,GP PETROLEUMS LIMITED,80.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE255D01024,6286,GULPOLY,GULSHAN POLYOLS LIMITED,232.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE251H01024,13229,GVKPIL,GVK POW. & INFRA LTD.,6.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE382T01030,10865,GVPTECH,GVP INFOTECH LIMITED,12.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE066F01020,2303,HAL,HINDUSTAN AERONAUTICS LTD,4861.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE419U01012,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,801.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE330T01021,20854,HAPPYFORGE,HAPPY FORGINGS LIMITED,1186.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE626Z01029,8962,HARDWYN,HARDWYN INDIA LIMITED,32.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00EV01017,8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,799.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE544A01019,1313,HARRMALAYA,HARRISON MALAYALAM LTD,239.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JUS01029,11162,HARSHA,HARSHA ENGINEERS INT LTD,517.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE982F01036,18154,HATHWAY,HATHWAY CABLE & DATACOM,20.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE473B01035,3892,HATSUN,HATSUN AGRO PRODUCT LTD.,1327.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE176B01034,9819,HAVELLS,HAVELLS INDIA LIMITED,1901.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE293B01029,7457,HAVISHA,SRI HAVISHA HOSP & INFR L,2.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE292B01021,13966,HBLPOWER,HBL POWER SYSTEMS LTD.,627.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE550B01022,4118,HBSL,HB STOCKHOLDINGS LIMITED,146.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE549A01026,1375,HCC,HINDUSTAN CONSTRUCTION CO,46.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE075I01017,15555,HCG,HEALTHCARE GLOB. ENT. LTD,399.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE236A01020,1327,HCL-INSYS,HCL INFOSYSTEMS LTD,16.07,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE860A01027,7229,HCLTECH,HCL TECHNOLOGIES LTD,1785.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE127D01025,4244,HDFCAMC,HDFC AMC LIMITED,4504.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE040A01034,1333,HDFCBANK,HDFC BANK LTD,1641.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1981,19543,HDFCGOLD,HDFC GOLD ETF,61.64,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE795G01014,467,HDFCLIFE,HDFC LIFE INS CO LTD,758.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HW4,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,69.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE759V01019,19205,HEADSUP,HEADS UP VENTURES LIMITED,12.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE558R01013,7429,HECPROJECT,HEC INFRA PROJECTS LTD,107.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE545A01016,1336,HEG,HEG LTD,1964.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE578A01017,2316,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,228.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0AJG01018,701,HEMIPROP,HEMISPHERE PROP IND LTD,200.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE694N01015,2614,HERANBA,HERANBA INDUSTRIES LTD,494.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE688E01024,15288,HERCULES,HERCULES HOI. LTD.,604.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE978A01027,4598,HERITGFOOD,HERITAGE FOODS LTD,569.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE158A01026,1348,HEROMOTOCO,HERO MOTOCORP LIMITED,5683.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE782E01017,7048,HESTERBIO,HESTER BIOSCIENCES LTD,2498.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE492A01029,715,HEUBACHIND,HEUBACH COLORANTS IND LTD,570.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE750M01017,27012,HEXATRADEX,HEXA TRADEX LIMITED,353.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE548A01028,21951,HFCL,HFCL LIMITED,153.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE926X01010,1672,HGINFRA,H.G.INFRA ENGINEERING LTD,1526.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE170I01016,14712,HGS,HINDUJA GLOBAL SOLS. LTD.,893.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PIC01017,18794,HIGREEN,HI GREEN CARBON LIMITED,232.45,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE475B01022,9668,HIKAL,HIKAL LIMITED,337.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE557A01011,1455,HIL,HIL LIMITED,2822.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE788H01017,14627,HILTON,HILTON METAL FORGING LTD,88.14,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE049A01027,1360,HIMATSEIDE,HIMATSINGKA SEIDE LTD,144.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE038A01020,1363,HINDALCO,HINDALCO  INDUSTRIES  LTD,666.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE310C01029,1372,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,599.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE642Y01029,4920,HINDCON,HINDCON CHEMICALS LIMITED,52.19,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE531E01026,17939,HINDCOPPER,HINDUSTAN COPPER LTD,312.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE253A01025,21679,HINDMOTORS,HINDUSTAN MOTORS LIMITED,30.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE952A01022,17050,HINDNATGLS,HIND NATL GLASS & IND LTD,21.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE345A01011,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,255.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE094A01015,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,445.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE030A01027,1394,HINDUNILVR,HINDUSTAN UNILEVER LTD.,2841.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE05AN01011,15883,HINDWAREAP,HINDWARE HME INOVATON LTD,366.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE267A01025,1424,HINDZINC,HINDUSTAN ZINC LIMITED,485.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE835D01023,13890,HIRECT,HIND RECTIFIER LIMITED,888.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE598C01011,19322,HISARMETAL,HISAR METAL IND. LIMITED,191.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE120D01012,15161,HITECHCORP,HITECH CORPORATION LTD,227.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE461D01028,2289,HLEGLAS,HLE GLASCOAT LIMITED,406.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE102A01024,1448,HLVLTD,HLV LIMITED,20.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0ECP01024,17053,HMAAGRO,HMA AGRO INDUSTRIES LTD,50.62,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE871K01015,19211,HMVL,HINDUSTAN MEDIA VENT LTD,92.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE254N01026,12173,HNDFDS,HINDUSTAN FOODS LIMITED,575.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB19I1,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,283.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0S6S01017,23822,HOACFOODS,HOAC FOODS INDIA LIMITED,148.0,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE0LXA01019,18649,HOLMARC,HOLMARC OPTO MECHATRO L,107.0,,,0.05,1500,EQUITY,,NSE_EQ
NSE_EQ|INE481N01025,2056,HOMEFIRST,HOME FIRST FIN CO IND LTD,1121.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0N7F01017,13526,HOMESFY,HOMESFY REALTY LIMITED,554.5,,,0.05,300,EQUITY,,NSE_EQ
NSE_EQ|INE0J5401028,19813,HONASA,HONASA CONSUMER LIMITED,503.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE671A01010,3417,HONAUT,HONEYWELL AUTOMATION IND,50300.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE634A01018,3138,HONDAPOWER,HONDA I POWER PRODUCT LTD,3751.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE596H01014,13595,HOVS,HOV SERVICES LTD,98.64,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0GSL01024,7376,HPAL,HP ADHESIVES LIMITED,98.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE05X901010,11796,HPIL,HINDPRAKASH INDUSTRY LTD,149.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE495S01016,18679,HPL,HPL ELECTRIC & POWER LTD,611.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R3501012,21107,HRHNEXT,HRH NEXT SERVICES LIMITED,68.55,,,0.05,3000,EQUITY,,NSE_EQ
NSE_EQ|INE019C01026,14334,HSCL,HIMADRI SPECIALITY CHEM L,531.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE501G01024,11979,HTMEDIA,HT MEDIA LIMITED,24.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE703H01016,14207,HUBTOWN,HUBTOWN LIMITED,266.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE031A01017,20825,HUDCO,HSG & URBAN DEV CORPN LTD,266.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE275B01026,2562,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,399.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE965B01022,12814,HYBRIDFIN,HYBRID FINANCIAL SERVICE,14.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O7401018,21348,IBLFL,IBL FINANCE LIMITED,58.0,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE613B01010,9610,ICDSLTD,ICDSLTD,42.26,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE520Y01019,489,ICEMAKE,ICE MAKE REFRIGERAT LTD,698.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE090A01021,4963,ICICIBANK,ICICI BANK LTD.,1236.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE765G01017,21770,ICICIGI,ICICI LOMBARD GIC LIMITED,2250.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE726G01019,18652,ICICIPRULI,ICICI PRU LIFE INS CO LTD,769.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE483B01026,11987,ICIL,INDO COUNT INDUSTRIES LTD,417.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE725G01011,14523,ICRA,ICRA LIMITED,6257.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE008A01015,1476,IDBI,IDBI BANK LIMITED,92.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE669E01016,14366,IDEA,VODAFONE IDEA LIMITED,14.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE349Y01013,17140,IDEAFORGE,IDEAFORGE TECHNO LTD,703.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0T9I01011,24956,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,120.8,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE043D01016,11957,IDFC,IDFC LIMITED,112.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE092T01019,11184,IDFCFIRSTB,IDFC FIRST BANK LIMITED,74.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE059901020,13307,IEL,INDIABULLS ENT LTD,13.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RRU01016,23789,IEML,INDIAN EMULSIFIERS LTD,339.0,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE022Q01020,220,IEX,INDIAN ENERGY EXC LTD,206.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE076C01018,9300,IFBAGRO,IFB AGRO INDUSTRIES LTD,584.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE559A01017,1485,IFBIND,IFB INDUSTRIES LTD,1913.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE039A01010,1491,IFCI,IFCI LTD,73.4,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE039A07819,5761,IFCIZC24,SRNCD SR VII,2490.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE133Y01011,436,IFGLEXPOR,IFGL REFRACTORIES LIMITED,627.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE188B01013,634,IGARASHI,IGARASHI MOTORS INDIA LTD,724.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE203G01027,11262,IGL,INDRAPRASTHA GAS LTD,549.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE204A01010,14086,IGPL,I G PETROCHEMICALS LTD,661.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE530B01024,11809,IIFL,IIFL FINANCE LIMITED,460.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE489L01022,13072,IIFLSEC,IIFL SECURITIES LIMITED,319.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE886A01014,19529,IITL,INDUSTRIAL INV TRUST LTD,256.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LOJ01019,16822,IKIO,IKIO LIGHTING LIMITED,283.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE369I01014,9380,IL&FSENGG,IL&FS ENG AND CONS CO LTD,34.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE975G01012,9381,IL&FSTRANS,IL&FS TRANS NET LTD,6.95,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE172N01012,7672,IMAGICAA,IMAGICAAWORLD ENT LTD,92.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE919H01018,19235,IMFA,INDIAN METALS & FERRO,646.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE547E01014,12009,IMPAL,IND MOTOR PART & ACC LTD,1329.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE691G01015,11684,IMPEXFERRO,IMPEX FERRO TECH LIMITED,3.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE452L01012,17511,INCREDIBLE,INCREDIBLE INDUSTRIES LTD,47.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE841B01017,16933,INDBANK,INDBANK MERCH BANK,48.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE065X01017,23693,INDGN,INDEGENE LIMITED,591.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE053A01029,1512,INDHOTEL,THE INDIAN HOTELS CO. LTD,659.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE383A01012,1515,INDIACEM,THE INDIA CEMENTS LIMITED,365.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE560A01015,1521,INDIAGLYCO,INDIA GLYCOLS LTD,1331.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE933S01016,10726,INDIAMART,INDIAMART INTERMESH LTD,3054.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE562A01011,14309,INDIANB,INDIAN BANK,536.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE061A01014,4422,INDIANCARD,INDIAN CARD CLOTHING CO.,291.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE323C01030,1530,INDIANHUME,INDIAN HUME PIPE CO. LTD.,552.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE922K01024,20556,INDIASHLTR,INDIA SHELTER FIN CORP L,760.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE646L01027,11195,INDIGO,INTERGLOBE AVIATION LTD,4815.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE09VQ01012,2048,INDIGOPNTS,INDIGO PAINTS LIMITED,1539.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE219X23014,20988,INDIGRID,INDIA GRID TRUST,141.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE092B01025,4747,INDNIPPON,INDIA NIPPON ELECT  LTD,779.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE760F01028,9116,INDOAMIN,INDO AMINES LIMITED,199.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE803D01021,8614,INDOBORAX,INDO BORAX & CHEMICAL LTD,217.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE873D01024,11677,INDOCO,INDOCO REMEDIES LTD.,374.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE156A01020,10993,INDORAMA,INDO RAMA SYNTHETICS LTD,50.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE896L01010,3088,INDOSTAR,INDOSTAR CAPITAL FIN LTD,259.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE332H01014,13278,INDOTECH,INDO TECH TRANSFORM LTD.,1981.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE337M01013,25608,INDOTHAI,INDO THAI SEC LTD,487.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE227G01018,14956,INDOWIND,INDOWIND ENERGY LTD,24.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE681B01017,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,450.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE915B01019,8706,INDSWFTLAB,IND SWIFT LABORATORIES LT,154.22,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE611L01021,21957,INDTERRAIN,IND TERRAIN FASHIONS LTD,60.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE095A01012,5258,INDUSINDBK,INDUSIND BANK LIMITED,1434.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE121J01017,29135,INDUSTOWER,INDUS TOWERS LIMITED,434.4,,,0.05,1,EQUITY,,NSE_EQ
